path,frequency,class,class_idx,subject,source_file,original_path,original_split
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627039.png,10GHz,Away,0,ua_0029,06060029_1574627039.png,dataset/train/10GHz/Away/06060029_1574627039.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627068.png,10GHz,Away,0,ua_0029,06060029_1574627068.png,dataset/train/10GHz/Away/06060029_1574627068.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627087.png,10GHz,Away,0,ua_0029,06060029_1574627087.png,dataset/train/10GHz/Away/06060029_1574627087.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627128.png,10GHz,Away,0,ua_0029,06060029_1574627128.png,dataset/train/10GHz/Away/06060029_1574627128.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627154.png,10GHz,Away,0,ua_0029,06060029_1574627154.png,dataset/train/10GHz/Away/06060029_1574627154.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194202.png,10GHz,Away,0,ua_0030,06060030_1574194202.png,dataset/train/10GHz/Away/06060030_1574194202.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194225.png,10GHz,Away,0,ua_0030,06060030_1574194225.png,dataset/train/10GHz/Away/06060030_1574194225.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194249.png,10GHz,Away,0,ua_0030,06060030_1574194249.png,dataset/train/10GHz/Away/06060030_1574194249.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194275.png,10GHz,Away,0,ua_0030,06060030_1574194275.png,dataset/train/10GHz/Away/06060030_1574194275.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194298.png,10GHz,Away,0,ua_0030,06060030_1574194298.png,dataset/train/10GHz/Away/06060030_1574194298.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194369.png,10GHz,Away,0,ua_0030,06060030_1574194369.png,dataset/train/10GHz/Away/06060030_1574194369.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194391.png,10GHz,Away,0,ua_0030,06060030_1574194391.png,dataset/train/10GHz/Away/06060030_1574194391.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574456948.png,10GHz,Away,0,ua_0030,06060030_1574456948.png,dataset/train/10GHz/Away/06060030_1574456948.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574456969.png,10GHz,Away,0,ua_0030,06060030_1574456969.png,dataset/train/10GHz/Away/06060030_1574456969.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457011.png,10GHz,Away,0,ua_0030,06060030_1574457011.png,dataset/train/10GHz/Away/06060030_1574457011.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457032.png,10GHz,Away,0,ua_0030,06060030_1574457032.png,dataset/train/10GHz/Away/06060030_1574457032.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457052.png,10GHz,Away,0,ua_0030,06060030_1574457052.png,dataset/train/10GHz/Away/06060030_1574457052.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457074.png,10GHz,Away,0,ua_0030,06060030_1574457074.png,dataset/train/10GHz/Away/06060030_1574457074.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457095.png,10GHz,Away,0,ua_0030,06060030_1574457095.png,dataset/train/10GHz/Away/06060030_1574457095.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457136.png,10GHz,Away,0,ua_0030,06060030_1574457136.png,dataset/train/10GHz/Away/06060030_1574457136.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837689.png,10GHz,Bend,1,ua_0010,06080010_1573837689.png,dataset/val/10GHz/Bend/06080010_1573837689.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837709.png,10GHz,Bend,1,ua_0010,06080010_1573837709.png,dataset/val/10GHz/Bend/06080010_1573837709.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837748.png,10GHz,Bend,1,ua_0010,06080010_1573837748.png,dataset/val/10GHz/Bend/06080010_1573837748.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837767.png,10GHz,Bend,1,ua_0010,06080010_1573837767.png,dataset/val/10GHz/Bend/06080010_1573837767.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837785.png,10GHz,Bend,1,ua_0010,06080010_1573837785.png,dataset/val/10GHz/Bend/06080010_1573837785.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837803.png,10GHz,Bend,1,ua_0010,06080010_1573837803.png,dataset/val/10GHz/Bend/06080010_1573837803.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696801.png,10GHz,Bend,1,ua_0014,06080014_1574696801.png,dataset/train/10GHz/Bend/06080014_1574696801.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696820.png,10GHz,Bend,1,ua_0014,06080014_1574696820.png,dataset/train/10GHz/Bend/06080014_1574696820.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696838.png,10GHz,Bend,1,ua_0014,06080014_1574696838.png,dataset/train/10GHz/Bend/06080014_1574696838.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696856.png,10GHz,Bend,1,ua_0014,06080014_1574696856.png,dataset/train/10GHz/Bend/06080014_1574696856.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696876.png,10GHz,Bend,1,ua_0014,06080014_1574696876.png,dataset/train/10GHz/Bend/06080014_1574696876.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696914.png,10GHz,Bend,1,ua_0014,06080014_1574696914.png,dataset/train/10GHz/Bend/06080014_1574696914.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696941.png,10GHz,Bend,1,ua_0014,06080014_1574696941.png,dataset/train/10GHz/Bend/06080014_1574696941.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115523.png,10GHz,Bend,1,ua_0029,06080029_1574115523.png,dataset/train/10GHz/Bend/06080029_1574115523.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115541.png,10GHz,Bend,1,ua_0029,06080029_1574115541.png,dataset/train/10GHz/Bend/06080029_1574115541.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115561.png,10GHz,Bend,1,ua_0029,06080029_1574115561.png,dataset/train/10GHz/Bend/06080029_1574115561.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115580.png,10GHz,Bend,1,ua_0029,06080029_1574115580.png,dataset/train/10GHz/Bend/06080029_1574115580.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115601.png,10GHz,Bend,1,ua_0029,06080029_1574115601.png,dataset/train/10GHz/Bend/06080029_1574115601.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627793.png,10GHz,Bend,1,ua_0029,06080029_1574627793.png,dataset/train/10GHz/Bend/06080029_1574627793.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627830.png,10GHz,Bend,1,ua_0029,06080029_1574627830.png,dataset/train/10GHz/Bend/06080029_1574627830.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627848.png,10GHz,Bend,1,ua_0029,06080029_1574627848.png,dataset/train/10GHz/Bend/06080029_1574627848.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627935.png,10GHz,Bend,1,ua_0029,06080029_1574627935.png,dataset/train/10GHz/Bend/06080029_1574627935.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627955.png,10GHz,Bend,1,ua_0029,06080029_1574627955.png,dataset/train/10GHz/Bend/06080029_1574627955.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627986.png,10GHz,Bend,1,ua_0029,06080029_1574627986.png,dataset/train/10GHz/Bend/06080029_1574627986.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628005.png,10GHz,Bend,1,ua_0029,06080029_1574628005.png,dataset/train/10GHz/Bend/06080029_1574628005.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628024.png,10GHz,Bend,1,ua_0029,06080029_1574628024.png,dataset/train/10GHz/Bend/06080029_1574628024.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628042.png,10GHz,Bend,1,ua_0029,06080029_1574628042.png,dataset/train/10GHz/Bend/06080029_1574628042.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628060.png,10GHz,Bend,1,ua_0029,06080029_1574628060.png,dataset/train/10GHz/Bend/06080029_1574628060.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194651.png,10GHz,Bend,1,ua_0030,06080030_1574194651.png,dataset/train/10GHz/Bend/06080030_1574194651.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194672.png,10GHz,Bend,1,ua_0030,06080030_1574194672.png,dataset/train/10GHz/Bend/06080030_1574194672.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194692.png,10GHz,Bend,1,ua_0030,06080030_1574194692.png,dataset/train/10GHz/Bend/06080030_1574194692.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194713.png,10GHz,Bend,1,ua_0030,06080030_1574194713.png,dataset/train/10GHz/Bend/06080030_1574194713.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194941.png,10GHz,Bend,1,ua_0030,06080030_1574194941.png,dataset/train/10GHz/Bend/06080030_1574194941.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194962.png,10GHz,Bend,1,ua_0030,06080030_1574194962.png,dataset/train/10GHz/Bend/06080030_1574194962.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195000.png,10GHz,Bend,1,ua_0030,06080030_1574195000.png,dataset/train/10GHz/Bend/06080030_1574195000.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195019.png,10GHz,Bend,1,ua_0030,06080030_1574195019.png,dataset/train/10GHz/Bend/06080030_1574195019.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195038.png,10GHz,Bend,1,ua_0030,06080030_1574195038.png,dataset/train/10GHz/Bend/06080030_1574195038.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195059.png,10GHz,Bend,1,ua_0030,06080030_1574195059.png,dataset/train/10GHz/Bend/06080030_1574195059.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574457972.png,10GHz,Bend,1,ua_0030,06080030_1574457972.png,dataset/train/10GHz/Bend/06080030_1574457972.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574457991.png,10GHz,Bend,1,ua_0030,06080030_1574457991.png,dataset/train/10GHz/Bend/06080030_1574457991.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458011.png,10GHz,Bend,1,ua_0030,06080030_1574458011.png,dataset/train/10GHz/Bend/06080030_1574458011.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458096.png,10GHz,Bend,1,ua_0030,06080030_1574458096.png,dataset/train/10GHz/Bend/06080030_1574458096.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458114.png,10GHz,Bend,1,ua_0030,06080030_1574458114.png,dataset/train/10GHz/Bend/06080030_1574458114.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458139.png,10GHz,Bend,1,ua_0030,06080030_1574458139.png,dataset/train/10GHz/Bend/06080030_1574458139.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458157.png,10GHz,Bend,1,ua_0030,06080030_1574458157.png,dataset/train/10GHz/Bend/06080030_1574458157.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838681.png,10GHz,Crawl,2,ua_0010,06110010_1573838681.png,dataset/val/10GHz/Crawl/06110010_1573838681.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838744.png,10GHz,Crawl,2,ua_0010,06110010_1573838744.png,dataset/val/10GHz/Crawl/06110010_1573838744.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838764.png,10GHz,Crawl,2,ua_0010,06110010_1573838764.png,dataset/val/10GHz/Crawl/06110010_1573838764.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838789.png,10GHz,Crawl,2,ua_0010,06110010_1573838789.png,dataset/val/10GHz/Crawl/06110010_1573838789.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838810.png,10GHz,Crawl,2,ua_0010,06110010_1573838810.png,dataset/val/10GHz/Crawl/06110010_1573838810.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838834.png,10GHz,Crawl,2,ua_0010,06110010_1573838834.png,dataset/val/10GHz/Crawl/06110010_1573838834.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838880.png,10GHz,Crawl,2,ua_0010,06110010_1573838880.png,dataset/val/10GHz/Crawl/06110010_1573838880.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838921.png,10GHz,Crawl,2,ua_0010,06110010_1573838921.png,dataset/val/10GHz/Crawl/06110010_1573838921.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110010_1573838941.png,10GHz,Crawl,2,ua_0010,06110010_1573838941.png,dataset/val/10GHz/Crawl/06110010_1573838941.png,val
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698309.png,10GHz,Crawl,2,ua_0014,06110014_1574698309.png,dataset/train/10GHz/Crawl/06110014_1574698309.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698343.png,10GHz,Crawl,2,ua_0014,06110014_1574698343.png,dataset/train/10GHz/Crawl/06110014_1574698343.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698362.png,10GHz,Crawl,2,ua_0014,06110014_1574698362.png,dataset/train/10GHz/Crawl/06110014_1574698362.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698381.png,10GHz,Crawl,2,ua_0014,06110014_1574698381.png,dataset/train/10GHz/Crawl/06110014_1574698381.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698452.png,10GHz,Crawl,2,ua_0014,06110014_1574698452.png,dataset/train/10GHz/Crawl/06110014_1574698452.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698473.png,10GHz,Crawl,2,ua_0014,06110014_1574698473.png,dataset/train/10GHz/Crawl/06110014_1574698473.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110014_1574698497.png,10GHz,Crawl,2,ua_0014,06110014_1574698497.png,dataset/train/10GHz/Crawl/06110014_1574698497.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116251.png,10GHz,Crawl,2,ua_0029,06110029_1574116251.png,dataset/train/10GHz/Crawl/06110029_1574116251.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116271.png,10GHz,Crawl,2,ua_0029,06110029_1574116271.png,dataset/train/10GHz/Crawl/06110029_1574116271.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116313.png,10GHz,Crawl,2,ua_0029,06110029_1574116313.png,dataset/train/10GHz/Crawl/06110029_1574116313.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116351.png,10GHz,Crawl,2,ua_0029,06110029_1574116351.png,dataset/train/10GHz/Crawl/06110029_1574116351.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116372.png,10GHz,Crawl,2,ua_0029,06110029_1574116372.png,dataset/train/10GHz/Crawl/06110029_1574116372.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116394.png,10GHz,Crawl,2,ua_0029,06110029_1574116394.png,dataset/train/10GHz/Crawl/06110029_1574116394.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574116414.png,10GHz,Crawl,2,ua_0029,06110029_1574116414.png,dataset/train/10GHz/Crawl/06110029_1574116414.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628718.png,10GHz,Crawl,2,ua_0029,06110029_1574628718.png,dataset/train/10GHz/Crawl/06110029_1574628718.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628738.png,10GHz,Crawl,2,ua_0029,06110029_1574628738.png,dataset/train/10GHz/Crawl/06110029_1574628738.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628757.png,10GHz,Crawl,2,ua_0029,06110029_1574628757.png,dataset/train/10GHz/Crawl/06110029_1574628757.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628776.png,10GHz,Crawl,2,ua_0029,06110029_1574628776.png,dataset/train/10GHz/Crawl/06110029_1574628776.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628795.png,10GHz,Crawl,2,ua_0029,06110029_1574628795.png,dataset/train/10GHz/Crawl/06110029_1574628795.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628814.png,10GHz,Crawl,2,ua_0029,06110029_1574628814.png,dataset/train/10GHz/Crawl/06110029_1574628814.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110029_1574628925.png,10GHz,Crawl,2,ua_0029,06110029_1574628925.png,dataset/train/10GHz/Crawl/06110029_1574628925.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574195647.png,10GHz,Crawl,2,ua_0030,06110030_1574195647.png,dataset/train/10GHz/Crawl/06110030_1574195647.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574195873.png,10GHz,Crawl,2,ua_0030,06110030_1574195873.png,dataset/train/10GHz/Crawl/06110030_1574195873.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574195896.png,10GHz,Crawl,2,ua_0030,06110030_1574195896.png,dataset/train/10GHz/Crawl/06110030_1574195896.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574195945.png,10GHz,Crawl,2,ua_0030,06110030_1574195945.png,dataset/train/10GHz/Crawl/06110030_1574195945.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574195992.png,10GHz,Crawl,2,ua_0030,06110030_1574195992.png,dataset/train/10GHz/Crawl/06110030_1574195992.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574196190.png,10GHz,Crawl,2,ua_0030,06110030_1574196190.png,dataset/train/10GHz/Crawl/06110030_1574196190.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574196240.png,10GHz,Crawl,2,ua_0030,06110030_1574196240.png,dataset/train/10GHz/Crawl/06110030_1574196240.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574196264.png,10GHz,Crawl,2,ua_0030,06110030_1574196264.png,dataset/train/10GHz/Crawl/06110030_1574196264.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459058.png,10GHz,Crawl,2,ua_0030,06110030_1574459058.png,dataset/train/10GHz/Crawl/06110030_1574459058.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459079.png,10GHz,Crawl,2,ua_0030,06110030_1574459079.png,dataset/train/10GHz/Crawl/06110030_1574459079.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459101.png,10GHz,Crawl,2,ua_0030,06110030_1574459101.png,dataset/train/10GHz/Crawl/06110030_1574459101.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459140.png,10GHz,Crawl,2,ua_0030,06110030_1574459140.png,dataset/train/10GHz/Crawl/06110030_1574459140.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459159.png,10GHz,Crawl,2,ua_0030,06110030_1574459159.png,dataset/train/10GHz/Crawl/06110030_1574459159.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459204.png,10GHz,Crawl,2,ua_0030,06110030_1574459204.png,dataset/train/10GHz/Crawl/06110030_1574459204.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Crawl/06110030_1574459245.png,10GHz,Crawl,2,ua_0030,06110030_1574459245.png,dataset/train/10GHz/Crawl/06110030_1574459245.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698031.png,10GHz,Kneel,3,ua_0014,06100014_1574698031.png,dataset/train/10GHz/Kneel/06100014_1574698031.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698108.png,10GHz,Kneel,3,ua_0014,06100014_1574698108.png,dataset/train/10GHz/Kneel/06100014_1574698108.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698127.png,10GHz,Kneel,3,ua_0014,06100014_1574698127.png,dataset/train/10GHz/Kneel/06100014_1574698127.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698146.png,10GHz,Kneel,3,ua_0014,06100014_1574698146.png,dataset/train/10GHz/Kneel/06100014_1574698146.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698165.png,10GHz,Kneel,3,ua_0014,06100014_1574698165.png,dataset/train/10GHz/Kneel/06100014_1574698165.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698185.png,10GHz,Kneel,3,ua_0014,06100014_1574698185.png,dataset/train/10GHz/Kneel/06100014_1574698185.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698203.png,10GHz,Kneel,3,ua_0014,06100014_1574698203.png,dataset/train/10GHz/Kneel/06100014_1574698203.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698222.png,10GHz,Kneel,3,ua_0014,06100014_1574698222.png,dataset/train/10GHz/Kneel/06100014_1574698222.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116027.png,10GHz,Kneel,3,ua_0029,06100029_1574116027.png,dataset/train/10GHz/Kneel/06100029_1574116027.png,train
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116046.png,10GHz,Kneel,3,ua_0029,06100029_1574116046.png,dataset/train/10GHz/Kneel/06100029_1574116046.png,train
