frequency,split,class_id,class_name,source_file
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837305_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574457095_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574115098_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194298_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837254_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574457052_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194345_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574627087_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114849_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837114_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574626995_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114789_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574627154_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194225_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696433_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696394_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114705_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194249_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114809_Raw_0.png
77GHz,train,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574456948_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696413_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194369_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696370_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696470_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574627273_Raw_0.png
77GHz,val,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194275_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114829_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574627068_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574457136_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114867_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060014_1574696344_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837157_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574627039_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574457116_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060030_1574194179_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060029_1574114770_Raw_0 (copy).png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837204_Raw_0.png
77GHz,test,0,Away,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Away/04060010_1573837392_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837916_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837767_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574457991_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696876_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627811_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115523_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696766_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837689_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696838_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627793_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574628042_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696914_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837785_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837709_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696801_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115619_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115601_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194941_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574195000_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837822_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115541_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696894_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837803_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194692_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458060_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115504_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458078_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458157_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458139_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115580_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574628024_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696941_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458011_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627830_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574195059_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194962_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696856_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458096_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627935_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574195019_Raw_0.png
77GHz,train,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115561_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458114_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627955_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837944_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115463_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080014_1574696820_Raw_0.png
77GHz,val,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194672_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574457972_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837729_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574628005_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574195038_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194651_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574627986_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574628060_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115435_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080029_1574115481_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574458043_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080030_1574194982_Raw_0.png
77GHz,test,1,Bend,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Bend/04080010_1573837748_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195462_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698222_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838603_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698203_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195802_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838508_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628503_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458902_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698089_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698185_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628579_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698165_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116103_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838489_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458850_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698031_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195482_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116141_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574459016_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628522_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698108_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458884_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628598_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838448_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458866_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838526_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116027_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628634_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116046_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698067_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195502_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458956_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698146_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838430_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574115915_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838544_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458991_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458920_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195442_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838584_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100014_1574698127_Raw_0.png
77GHz,train,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116064_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195557_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628652_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838467_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195423_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628616_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838564_Raw_0.png
77GHz,val,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116001_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628560_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838384_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195539_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458938_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574115983_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195520_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628541_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116083_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574195822_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574628484_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100010_1573838410_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100029_1574116122_Raw_0.png
77GHz,test,2,Kneel,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Kneel/04100030_1574458974_Raw_0.png
77GHz,train,3,Pick,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Pick/04070029_1574115158_Raw_0.png
77GHz,train,3,Pick,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Pick/04070014_1574696535_Raw_0.png
77GHz,train,3,Pick,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Pick/04070030_1574457169_Raw_0.png
77GHz,train,3,Pick,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Pick/04070010_1573837641_Raw_0.png
77GHz,train,3,Pick,/arc/project/st-zliu-1/heqingz/datasets/domainGenDataset_core_movements/77GHz/Pick/04070010_1573837435_Raw_0.png
