path,frequency,class,class_idx,subject,source_file,original_path,original_split,class_idx_7c,freq_idx
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114809.png,10GHz,Away,0,ua_0029,06060029_1574114809.png,dataset/train/10GHz/Away/06060029_1574114809.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114829.png,10GHz,Away,0,ua_0029,06060029_1574114829.png,dataset/train/10GHz/Away/06060029_1574114829.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574114849.png,10GHz,Away,0,ua_0029,06060029_1574114849.png,dataset/train/10GHz/Away/06060029_1574114849.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574115098.png,10GHz,Away,0,ua_0029,06060029_1574115098.png,dataset/train/10GHz/Away/06060029_1574115098.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574626448.png,10GHz,Away,0,ua_0029,06060029_1574626448.png,dataset/train/10GHz/Away/06060029_1574626448.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574626614.png,10GHz,Away,0,ua_0029,06060029_1574626614.png,dataset/train/10GHz/Away/06060029_1574626614.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574626687.png,10GHz,Away,0,ua_0029,06060029_1574626687.png,dataset/train/10GHz/Away/06060029_1574626687.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574626995.png,10GHz,Away,0,ua_0029,06060029_1574626995.png,dataset/train/10GHz/Away/06060029_1574626995.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627039.png,10GHz,Away,0,ua_0029,06060029_1574627039.png,dataset/train/10GHz/Away/06060029_1574627039.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627068.png,10GHz,Away,0,ua_0029,06060029_1574627068.png,dataset/train/10GHz/Away/06060029_1574627068.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627087.png,10GHz,Away,0,ua_0029,06060029_1574627087.png,dataset/train/10GHz/Away/06060029_1574627087.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627128.png,10GHz,Away,0,ua_0029,06060029_1574627128.png,dataset/train/10GHz/Away/06060029_1574627128.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060029_1574627154.png,10GHz,Away,0,ua_0029,06060029_1574627154.png,dataset/train/10GHz/Away/06060029_1574627154.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194202.png,10GHz,Away,0,ua_0030,06060030_1574194202.png,dataset/train/10GHz/Away/06060030_1574194202.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194225.png,10GHz,Away,0,ua_0030,06060030_1574194225.png,dataset/train/10GHz/Away/06060030_1574194225.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194249.png,10GHz,Away,0,ua_0030,06060030_1574194249.png,dataset/train/10GHz/Away/06060030_1574194249.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194275.png,10GHz,Away,0,ua_0030,06060030_1574194275.png,dataset/train/10GHz/Away/06060030_1574194275.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194298.png,10GHz,Away,0,ua_0030,06060030_1574194298.png,dataset/train/10GHz/Away/06060030_1574194298.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194369.png,10GHz,Away,0,ua_0030,06060030_1574194369.png,dataset/train/10GHz/Away/06060030_1574194369.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574194391.png,10GHz,Away,0,ua_0030,06060030_1574194391.png,dataset/train/10GHz/Away/06060030_1574194391.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574456948.png,10GHz,Away,0,ua_0030,06060030_1574456948.png,dataset/train/10GHz/Away/06060030_1574456948.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574456969.png,10GHz,Away,0,ua_0030,06060030_1574456969.png,dataset/train/10GHz/Away/06060030_1574456969.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457011.png,10GHz,Away,0,ua_0030,06060030_1574457011.png,dataset/train/10GHz/Away/06060030_1574457011.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457032.png,10GHz,Away,0,ua_0030,06060030_1574457032.png,dataset/train/10GHz/Away/06060030_1574457032.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457052.png,10GHz,Away,0,ua_0030,06060030_1574457052.png,dataset/train/10GHz/Away/06060030_1574457052.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457074.png,10GHz,Away,0,ua_0030,06060030_1574457074.png,dataset/train/10GHz/Away/06060030_1574457074.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457095.png,10GHz,Away,0,ua_0030,06060030_1574457095.png,dataset/train/10GHz/Away/06060030_1574457095.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Away/06060030_1574457136.png,10GHz,Away,0,ua_0030,06060030_1574457136.png,dataset/train/10GHz/Away/06060030_1574457136.png,train,0,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837689.png,10GHz,Bend,1,ua_0010,06080010_1573837689.png,dataset/val/10GHz/Bend/06080010_1573837689.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837709.png,10GHz,Bend,1,ua_0010,06080010_1573837709.png,dataset/val/10GHz/Bend/06080010_1573837709.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837748.png,10GHz,Bend,1,ua_0010,06080010_1573837748.png,dataset/val/10GHz/Bend/06080010_1573837748.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837767.png,10GHz,Bend,1,ua_0010,06080010_1573837767.png,dataset/val/10GHz/Bend/06080010_1573837767.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837785.png,10GHz,Bend,1,ua_0010,06080010_1573837785.png,dataset/val/10GHz/Bend/06080010_1573837785.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080010_1573837803.png,10GHz,Bend,1,ua_0010,06080010_1573837803.png,dataset/val/10GHz/Bend/06080010_1573837803.png,val,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696801.png,10GHz,Bend,1,ua_0014,06080014_1574696801.png,dataset/train/10GHz/Bend/06080014_1574696801.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696820.png,10GHz,Bend,1,ua_0014,06080014_1574696820.png,dataset/train/10GHz/Bend/06080014_1574696820.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696838.png,10GHz,Bend,1,ua_0014,06080014_1574696838.png,dataset/train/10GHz/Bend/06080014_1574696838.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696856.png,10GHz,Bend,1,ua_0014,06080014_1574696856.png,dataset/train/10GHz/Bend/06080014_1574696856.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696876.png,10GHz,Bend,1,ua_0014,06080014_1574696876.png,dataset/train/10GHz/Bend/06080014_1574696876.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696914.png,10GHz,Bend,1,ua_0014,06080014_1574696914.png,dataset/train/10GHz/Bend/06080014_1574696914.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080014_1574696941.png,10GHz,Bend,1,ua_0014,06080014_1574696941.png,dataset/train/10GHz/Bend/06080014_1574696941.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115523.png,10GHz,Bend,1,ua_0029,06080029_1574115523.png,dataset/train/10GHz/Bend/06080029_1574115523.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115541.png,10GHz,Bend,1,ua_0029,06080029_1574115541.png,dataset/train/10GHz/Bend/06080029_1574115541.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115561.png,10GHz,Bend,1,ua_0029,06080029_1574115561.png,dataset/train/10GHz/Bend/06080029_1574115561.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115580.png,10GHz,Bend,1,ua_0029,06080029_1574115580.png,dataset/train/10GHz/Bend/06080029_1574115580.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574115601.png,10GHz,Bend,1,ua_0029,06080029_1574115601.png,dataset/train/10GHz/Bend/06080029_1574115601.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627793.png,10GHz,Bend,1,ua_0029,06080029_1574627793.png,dataset/train/10GHz/Bend/06080029_1574627793.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627830.png,10GHz,Bend,1,ua_0029,06080029_1574627830.png,dataset/train/10GHz/Bend/06080029_1574627830.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627848.png,10GHz,Bend,1,ua_0029,06080029_1574627848.png,dataset/train/10GHz/Bend/06080029_1574627848.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627935.png,10GHz,Bend,1,ua_0029,06080029_1574627935.png,dataset/train/10GHz/Bend/06080029_1574627935.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627955.png,10GHz,Bend,1,ua_0029,06080029_1574627955.png,dataset/train/10GHz/Bend/06080029_1574627955.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574627986.png,10GHz,Bend,1,ua_0029,06080029_1574627986.png,dataset/train/10GHz/Bend/06080029_1574627986.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628005.png,10GHz,Bend,1,ua_0029,06080029_1574628005.png,dataset/train/10GHz/Bend/06080029_1574628005.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628024.png,10GHz,Bend,1,ua_0029,06080029_1574628024.png,dataset/train/10GHz/Bend/06080029_1574628024.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628042.png,10GHz,Bend,1,ua_0029,06080029_1574628042.png,dataset/train/10GHz/Bend/06080029_1574628042.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080029_1574628060.png,10GHz,Bend,1,ua_0029,06080029_1574628060.png,dataset/train/10GHz/Bend/06080029_1574628060.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194651.png,10GHz,Bend,1,ua_0030,06080030_1574194651.png,dataset/train/10GHz/Bend/06080030_1574194651.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194672.png,10GHz,Bend,1,ua_0030,06080030_1574194672.png,dataset/train/10GHz/Bend/06080030_1574194672.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194692.png,10GHz,Bend,1,ua_0030,06080030_1574194692.png,dataset/train/10GHz/Bend/06080030_1574194692.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194713.png,10GHz,Bend,1,ua_0030,06080030_1574194713.png,dataset/train/10GHz/Bend/06080030_1574194713.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194941.png,10GHz,Bend,1,ua_0030,06080030_1574194941.png,dataset/train/10GHz/Bend/06080030_1574194941.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574194962.png,10GHz,Bend,1,ua_0030,06080030_1574194962.png,dataset/train/10GHz/Bend/06080030_1574194962.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195000.png,10GHz,Bend,1,ua_0030,06080030_1574195000.png,dataset/train/10GHz/Bend/06080030_1574195000.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195019.png,10GHz,Bend,1,ua_0030,06080030_1574195019.png,dataset/train/10GHz/Bend/06080030_1574195019.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195038.png,10GHz,Bend,1,ua_0030,06080030_1574195038.png,dataset/train/10GHz/Bend/06080030_1574195038.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574195059.png,10GHz,Bend,1,ua_0030,06080030_1574195059.png,dataset/train/10GHz/Bend/06080030_1574195059.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574457972.png,10GHz,Bend,1,ua_0030,06080030_1574457972.png,dataset/train/10GHz/Bend/06080030_1574457972.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574457991.png,10GHz,Bend,1,ua_0030,06080030_1574457991.png,dataset/train/10GHz/Bend/06080030_1574457991.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458011.png,10GHz,Bend,1,ua_0030,06080030_1574458011.png,dataset/train/10GHz/Bend/06080030_1574458011.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458096.png,10GHz,Bend,1,ua_0030,06080030_1574458096.png,dataset/train/10GHz/Bend/06080030_1574458096.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458114.png,10GHz,Bend,1,ua_0030,06080030_1574458114.png,dataset/train/10GHz/Bend/06080030_1574458114.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458139.png,10GHz,Bend,1,ua_0030,06080030_1574458139.png,dataset/train/10GHz/Bend/06080030_1574458139.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Bend/06080030_1574458157.png,10GHz,Bend,1,ua_0030,06080030_1574458157.png,dataset/train/10GHz/Bend/06080030_1574458157.png,train,1,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698031.png,10GHz,Kneel,3,ua_0014,06100014_1574698031.png,dataset/train/10GHz/Kneel/06100014_1574698031.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698108.png,10GHz,Kneel,3,ua_0014,06100014_1574698108.png,dataset/train/10GHz/Kneel/06100014_1574698108.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698127.png,10GHz,Kneel,3,ua_0014,06100014_1574698127.png,dataset/train/10GHz/Kneel/06100014_1574698127.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698146.png,10GHz,Kneel,3,ua_0014,06100014_1574698146.png,dataset/train/10GHz/Kneel/06100014_1574698146.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698165.png,10GHz,Kneel,3,ua_0014,06100014_1574698165.png,dataset/train/10GHz/Kneel/06100014_1574698165.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698185.png,10GHz,Kneel,3,ua_0014,06100014_1574698185.png,dataset/train/10GHz/Kneel/06100014_1574698185.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698203.png,10GHz,Kneel,3,ua_0014,06100014_1574698203.png,dataset/train/10GHz/Kneel/06100014_1574698203.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100014_1574698222.png,10GHz,Kneel,3,ua_0014,06100014_1574698222.png,dataset/train/10GHz/Kneel/06100014_1574698222.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116027.png,10GHz,Kneel,3,ua_0029,06100029_1574116027.png,dataset/train/10GHz/Kneel/06100029_1574116027.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116046.png,10GHz,Kneel,3,ua_0029,06100029_1574116046.png,dataset/train/10GHz/Kneel/06100029_1574116046.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116064.png,10GHz,Kneel,3,ua_0029,06100029_1574116064.png,dataset/train/10GHz/Kneel/06100029_1574116064.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116083.png,10GHz,Kneel,3,ua_0029,06100029_1574116083.png,dataset/train/10GHz/Kneel/06100029_1574116083.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116122 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574116122 (copy).png,dataset/train/10GHz/Kneel/06100029_1574116122 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116122.png,10GHz,Kneel,3,ua_0029,06100029_1574116122.png,dataset/train/10GHz/Kneel/06100029_1574116122.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116141 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574116141 (copy).png,dataset/train/10GHz/Kneel/06100029_1574116141 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574116141.png,10GHz,Kneel,3,ua_0029,06100029_1574116141.png,dataset/train/10GHz/Kneel/06100029_1574116141.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628484 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628484 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628484 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628484.png,10GHz,Kneel,3,ua_0029,06100029_1574628484.png,dataset/train/10GHz/Kneel/06100029_1574628484.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628503 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628503 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628503 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628522 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628522 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628522 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628522.png,10GHz,Kneel,3,ua_0029,06100029_1574628522.png,dataset/train/10GHz/Kneel/06100029_1574628522.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628541 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628541 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628541 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628541.png,10GHz,Kneel,3,ua_0029,06100029_1574628541.png,dataset/train/10GHz/Kneel/06100029_1574628541.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628560.png,10GHz,Kneel,3,ua_0029,06100029_1574628560.png,dataset/train/10GHz/Kneel/06100029_1574628560.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628579 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628579 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628579 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628598 (copy).png,10GHz,Kneel,3,ua_0029,06100029_1574628598 (copy).png,dataset/train/10GHz/Kneel/06100029_1574628598 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628598.png,10GHz,Kneel,3,ua_0029,06100029_1574628598.png,dataset/train/10GHz/Kneel/06100029_1574628598.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628616.png,10GHz,Kneel,3,ua_0029,06100029_1574628616.png,dataset/train/10GHz/Kneel/06100029_1574628616.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100029_1574628634.png,10GHz,Kneel,3,ua_0029,06100029_1574628634.png,dataset/train/10GHz/Kneel/06100029_1574628634.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195423.png,10GHz,Kneel,3,ua_0030,06100030_1574195423.png,dataset/train/10GHz/Kneel/06100030_1574195423.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195462.png,10GHz,Kneel,3,ua_0030,06100030_1574195462.png,dataset/train/10GHz/Kneel/06100030_1574195462.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195482.png,10GHz,Kneel,3,ua_0030,06100030_1574195482.png,dataset/train/10GHz/Kneel/06100030_1574195482.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195502.png,10GHz,Kneel,3,ua_0030,06100030_1574195502.png,dataset/train/10GHz/Kneel/06100030_1574195502.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195520.png,10GHz,Kneel,3,ua_0030,06100030_1574195520.png,dataset/train/10GHz/Kneel/06100030_1574195520.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195539.png,10GHz,Kneel,3,ua_0030,06100030_1574195539.png,dataset/train/10GHz/Kneel/06100030_1574195539.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195557.png,10GHz,Kneel,3,ua_0030,06100030_1574195557.png,dataset/train/10GHz/Kneel/06100030_1574195557.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195802.png,10GHz,Kneel,3,ua_0030,06100030_1574195802.png,dataset/train/10GHz/Kneel/06100030_1574195802.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574195822.png,10GHz,Kneel,3,ua_0030,06100030_1574195822.png,dataset/train/10GHz/Kneel/06100030_1574195822.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458850.png,10GHz,Kneel,3,ua_0030,06100030_1574458850.png,dataset/train/10GHz/Kneel/06100030_1574458850.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458866.png,10GHz,Kneel,3,ua_0030,06100030_1574458866.png,dataset/train/10GHz/Kneel/06100030_1574458866.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458884.png,10GHz,Kneel,3,ua_0030,06100030_1574458884.png,dataset/train/10GHz/Kneel/06100030_1574458884.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458902 (copy).png,10GHz,Kneel,3,ua_0030,06100030_1574458902 (copy).png,dataset/train/10GHz/Kneel/06100030_1574458902 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458902.png,10GHz,Kneel,3,ua_0030,06100030_1574458902.png,dataset/train/10GHz/Kneel/06100030_1574458902.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458938 (another copy).png,10GHz,Kneel,3,ua_0030,06100030_1574458938 (another copy).png,dataset/train/10GHz/Kneel/06100030_1574458938 (another copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458938 (copy).png,10GHz,Kneel,3,ua_0030,06100030_1574458938 (copy).png,dataset/train/10GHz/Kneel/06100030_1574458938 (copy).png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458938.png,10GHz,Kneel,3,ua_0030,06100030_1574458938.png,dataset/train/10GHz/Kneel/06100030_1574458938.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458956.png,10GHz,Kneel,3,ua_0030,06100030_1574458956.png,dataset/train/10GHz/Kneel/06100030_1574458956.png,train,2,0
tasks/known_people_unknown_freq/dataset/train/10GHz/Kneel/06100030_1574458974.png,10GHz,Kneel,3,ua_0030,06100030_1574458974.png,dataset/train/10GHz/Kneel/06100030_1574458974.png,train,2,0
